Malpasset Geometry 
Point Number X (m)     Y (m)      Z (m)
    7251   7821.58   3533.45     33.07
    7252   7758.95   3550.29     49.94
    7253   7935.23   3439.21     40.00
    7254   7947.29   3398.89     39.66
    7255   7938.92   3359.31     32.38
    7256   7935.47   3314.82     28.14
    7257   7938.45   3277.07     26.87
    7258   7942.10   3246.93     26.59
    7259   7807.50   3146.11     26.18
    7260   7801.61   3171.64     26.92
    7261   7795.72   3199.83     27.12
    7262   7790.80   3230.21     27.35
    7263   7786.01   3262.94     27.47
    7264   7775.76   3299.00     39.04
    7265   7760.60   3342.56     40.00
    7266   7745.17   3393.35     33.77
    7267   7728.69   3447.46     50.37
    7268   7711.68   3504.93     55.50
    7269   7417.69   3195.29     32.16
    7270   7441.07   3213.42     29.83
    7271   7462.03   3227.35     28.60
    7272   7471.13   3256.72     29.29
    7273   7498.88   3280.29     32.32
    7274   7511.14   3319.51     41.19
    7275   7550.79   3354.97     32.79
    7276   7593.39   3388.89     33.56
    7277   7637.57   3414.12     52.04
    7278   7666.89   3458.24     60.00
    7279   7511.42   3248.08     31.54
    7280   7548.60   3239.79     29.20
    7281   7585.36   3229.57     28.12
    7282   7620.26   3217.38     27.98
    7283   7646.81   3203.95     27.80
    7284   7675.78   3202.63     27.14
    7285   7709.53   3194.77     27.46
    7286   7742.35   3185.85     27.21
    7287   7773.11   3178.58     27.03
    7288   7569.59   3169.63     27.79
    7289   7593.61   3194.49     27.92
    7290   7625.60   3184.71     27.72
    7291   7656.77   3177.95     27.51
    7292   7687.60   3172.21     27.34
    7293   7719.31   3158.56     26.23
    7294   7752.40   3154.46     27.00
    7295   7780.65   3150.43     26.89
    7296   7669.57   3151.55     27.17
    7297   7635.28   3152.67     27.47
    7298   7600.89   3161.81     27.64
    7299   7694.64   3147.79     27.24
    7300   7490.30   3221.87     28.40
    7301   7524.97   3212.57     28.28
    7302   7559.97   3203.86     28.11
    7303   7537.67   3177.09     27.97
    7304   7501.89   3184.76     28.17
    7305   7450.72   3185.70     29.28
    7306   7470.37   3201.72     28.43
    7307   7476.18   3177.24     28.21
    7308   7765.93   3209.25     27.32
    7309   7733.83   3219.48     27.56
    7310   7698.32   3229.88     27.71
    7311   7655.63   3237.05     27.90
    7312   7614.55   3254.53     28.75
    7313   7575.20   3267.37     32.92
    7314   7534.66   3277.27     38.49
    7315   7727.04   3300.80     40.00
    7316   7688.13   3269.75     32.70
    7317   7675.16   3313.96     40.00
    7318   7634.65   3317.76     33.90
    7319   7599.15   3337.68     30.00
    7320   7688.98   3404.56     49.60
    7321   7707.50   3352.77     41.48
    7322   7648.06   3361.39     48.08
    7323   7605.30   3294.53     31.41
    7324   7645.57   3281.26     29.98
    7325   7562.71   3308.55     34.92
    7326   7759.79   3241.57     27.58
    7327   7727.04   3255.58     27.81
    7328   7755.13   3271.98     28.30
    7329   7554.14   3544.24     30.34
    7330   7466.06   3299.90     38.52
    7331   7422.39   3318.35     46.82
    7332   7460.83   3347.98     47.15
    7333   7504.07   3367.58     49.21
    7334   7534.27   3407.62     30.12
    7335   7590.53   3457.55     44.72
    7336   7643.90   3520.81     61.74
    7337   7463.33   3407.84     59.71
    7338   7503.54   3468.91     49.05
    7339   7431.97   3276.53     39.39
    7340   7437.26   3243.01     31.59
    7341   7408.38   3227.46     40.00
    7342   7394.24   3208.15     34.25
    7343   7409.01   3256.58     40.00
    7344   7392.37   3191.87     33.32
    7345   7830.93   3472.98     30.00
    7346   7841.74   3416.12     34.31
    7347   7849.89   3361.68     33.91
    7348   7854.25   3310.99     28.27
    7349   7855.34   3263.15     27.22
    7350   7866.97   3227.98     26.95
    7351   7872.65   3198.76     26.67
    7352   7828.99   3164.21     26.70
    7353   7823.68   3190.69     26.89
    7354   7819.19   3218.61     27.16
    7355   7818.15   3249.03     27.32
    7356   7816.47   3285.84     27.67
    7357   7809.31   3329.93     32.21
    7358   7798.85   3379.49     33.66
    7359   7786.41   3433.30     32.89
    7360   7773.04   3490.40     40.31
    7361   7845.74   3208.48     26.91
    7362   7850.85   3181.37     26.64
    7363   7841.08   3233.45     27.15
    7364   7917.87   3258.25     26.86
    7365   7892.00   3247.59     26.90
    7366   7896.03   3338.21     29.86
    7367   7899.19   3395.34     40.00
    7368   7885.19   3453.96     39.79
    7369   7898.49   3287.15     27.08
    7370   7895.01   3216.48     26.59
    7371   7918.32   3232.51     26.66
    7372   7968.90   3294.48     26.84
    7373   7996.19   3272.99     26.48
    7374   8215.39   3350.79     25.31
    7375   7979.69   3424.68     40.00
    7376   8020.07   3406.87     40.00
    7377   8055.46   3388.30     37.01
    7378   8084.03   3368.32     29.04
    7379   8112.17   3349.80     26.39
    7380   8143.24   3346.53     26.18
    7381   8169.68   3340.78     25.74
    7382   8193.37   3333.09     25.34
    7383   7983.47   3375.92     30.19
    7384   7972.06   3332.67     27.53
    7385   8002.25   3342.97     27.89
    7386   8024.01   3366.07     29.87
    7387   8054.50   3350.70     28.56
    7388   8081.15   3332.90     26.46
    7389   8103.83   3315.75     26.13
    7390   8122.86   3300.29     25.72
    7391   8078.39   3295.82     26.08
    7392   8049.74   3286.12     26.16
    7393   8023.96   3280.23     26.33
    7394   8054.00   3316.98     26.54
    7395   8028.33   3331.66     26.70
    7396   8031.88   3304.71     26.57
    7397   8003.37   3308.53     26.72
    7398   8102.12   3290.13     25.60
    7399   8174.66   3317.76     25.37
    7400   8149.29   3315.45     25.58
    7401   8126.28   3325.56     26.01
    7402   8192.01   3361.46     25.88
    7403   8165.52   3370.38     26.14
    7404   8110.13   3382.37     26.86
    7405   8136.51   3377.20     26.34
    7406   7967.87   3260.81     26.53
    7407   8015.55   3506.03     40.00
    7408   8062.64   3539.61     31.23
    7409   8114.67   3571.36     40.00
    7410   8162.55   3591.21     36.56
    7411   8200.98   3630.38     30.00
    7412   8253.06   3676.55     30.00
    7413   8307.42   3725.56     41.41
    7414   8367.15   3775.86     30.31
    7415   8435.94   3829.92     30.00
    7416   8636.02   3720.07     39.05
    7417   8613.38   3666.23     30.00
    7418   8602.39   3623.40     29.50
    7419   8573.54   3593.69     26.75
    7420   8546.06   3555.13     24.82
    7421   8514.54   3531.45     24.66
    7422   8494.42   3507.60     24.29
    7423   8372.96   3469.45     25.29
    7424   8346.60   3483.36     25.44
    7425   8319.66   3502.44     25.71
    7426   8288.97   3524.56     27.26
    7427   8251.89   3547.38     29.34
    7428   8207.55   3571.87     29.91
    7429   8276.31   3396.28     25.36
    7430   8247.70   3398.84     25.78
    7431   8219.12   3413.59     25.93
    7432   8189.84   3427.69     26.28
    7433   8155.65   3441.71     27.71
    7434   8108.77   3453.52     29.52
    7435   8062.56   3483.05     30.00
    7436   8298.50   3414.30     25.34
    7437   8274.26   3421.79     25.69
    7438   8248.41   3433.34     25.83
    7439   8220.70   3447.92     26.32
    7440   8191.91   3466.57     27.93
    7441   8155.36   3488.40     29.76
    7442   8110.57   3512.93     34.14
    7443   8250.89   3466.71     26.26
    7444   8250.86   3502.93     27.76
    7445   8320.73   3433.02     25.46
    7446   8296.84   3436.76     25.62
    7447   8277.81   3451.22     25.70
    7448   8345.33   3452.31     25.41
    7449   8283.52   3485.22     25.97
    7450   8312.93   3463.47     25.55
    7451   8159.43   3541.64     33.09
    7452   8224.04   3479.64     27.61
    7453   8205.86   3514.06     29.75
    7454   8259.66   3378.54     25.24
    7455   8351.56   3512.91     25.65
    7456   8334.41   3545.09     27.69
    7457   8327.76   3598.05     29.89
    7458   8317.36   3657.31     30.24
    7459   8377.18   3499.58     25.30
    7460   8379.95   3534.09     25.79
    7461   8379.43   3579.24     28.42
    7462   8377.27   3635.81     30.00
    7463   8374.05   3701.31     30.00
    7464   8432.30   3493.99     25.01
    7465   8410.00   3514.18     25.17
    7466   8440.10   3743.19     30.00
    7467   8526.17   3783.66     39.34
    7468   8441.40   3520.36     25.03
    7469   8427.15   3553.52     25.79
    7470   8430.02   3608.86     29.01
    7471   8435.03   3670.12     30.00
    7472   8462.99   3503.33     24.83
    7473   8474.56   3536.76     24.90
    7474   8474.73   3581.19     26.97
    7475   8486.49   3633.25     29.99
    7476   8502.26   3698.29     30.00
    7477   8553.42   3646.16     30.00
    7478   8523.49   3594.89     28.25
    7479   8506.67   3559.88     25.09
    7480   8572.38   3713.39     30.00
    7481   8603.00   3765.91     39.80
    7482   8402.00   3483.52     25.19
    7483   8293.52   3564.33     29.17
    7484   8264.59   3606.55     29.58
    7485   8541.38   3524.13     24.50
    7486   8552.06   3502.62     24.02
    7487   8667.69   3670.49     40.49
    7488   8570.09   3526.29     24.50
    7489   8592.71   3555.54     24.92
    7490   8623.21   3587.05     28.91
    7491   8648.39   3623.86     30.06
    7492   8614.72   3489.55     23.71
    7493   8606.31   3522.05     24.35
    7494   8641.33   3513.61     24.20
    7495   8637.02   3549.03     25.80
    7496   8582.01   3498.28     23.93
    7497   8524.15   3505.19     24.11
    7498   8330.11   3941.17     49.92
    7499   8418.03   3921.67     36.28
    7500   8352.55   3856.96     44.88
    7501   8292.84   3798.20     60.00
    7502   8240.05   3744.16     42.44
    7503   8187.98   3695.32     30.00
    7504   8130.15   3640.80     40.00
    7505   8062.71   3601.99     40.00
    7506   8009.80   3562.33     40.00
    7507   7966.25   3524.02     40.00
    7508   8000.12   3624.86     40.00
    7509   7931.27   3639.43     40.00
    7510   7858.06   3651.55     30.00
    7511   8271.25   3874.95     69.74
    7512   8218.66   3811.69     70.00
    7513   8180.35   3757.67     53.69
    7514   8123.29   3722.37     32.49
    7515   8058.90   3672.95     40.00
    7516   7910.20   3709.56     40.81
    7517   7986.51   3695.05     40.65
    7518   7967.99   3770.80     48.29
    7519   8050.59   3752.67     30.00
    7520   8035.07   3840.04     40.00
    7521   8131.79   3814.80     69.15
    7522   8195.66   3880.33     70.00
    7523   7951.54   3577.45     40.00
    7524   7920.61   3535.93     40.00
    7525   7807.69   3598.29     39.45
    7526   7881.20   3578.11     40.00
    7527   8394.67   4009.22     36.34
    7528   9743.19   2128.05     30.00
    7529   9008.11   2315.73     40.00
    7530   8361.99   2060.70     41.57
    7531   8123.39   1693.14     30.04
    7532   8259.01   1587.31     30.00
    7533   8551.11   1534.69     30.00
    7534   9198.62   1617.11     48.48
    7535   9816.93   1737.56     29.99
    7536   9651.30   2151.51     20.00
    7537   9559.42   2174.97     20.00
    7538   9467.53   2198.43     20.11
    7539   9375.65   2221.89     22.56
    7540   9283.76   2245.35     26.74
    7541   9191.88   2268.81     29.43
    7542   9099.99   2292.27     30.00
    7543   8505.63   2117.40     40.03
    7544   8649.27   2174.09     40.01
    7545   8787.45   2228.63     40.00
    7546   8907.02   2275.83     40.00
    7547   8202.92   1815.66     38.15
    7548   8282.46   1938.18     48.41
    7549   8405.06   1561.00     30.00
    7550   9036.75   1596.50     49.88
    7551   8874.87   1575.90     39.99
    7552   8712.99   1555.29     40.00
    7553   9662.35   1707.45     30.03
    7554   9507.78   1677.33     30.65
    7555   9353.20   1647.22     40.00
    7556   9764.14   2017.10     29.99
    7557   9789.64   1882.07     30.00
    7558   8527.25   1658.20     30.00
    7559   8640.58   1771.30     30.00
    7560   8741.68   1923.40     30.00
    7561   8859.45   2003.48     30.00
    7562   8910.16   2131.03     30.00
    7563   9018.03   2218.96     30.86
    7564   9052.90   2106.59     30.00
    7565   9162.97   2099.02     27.42
    7566   9261.88   2028.87     24.14
    7567   9393.07   2019.31     21.11
    7568   9502.37   1950.41     20.07
    7569   9653.96   1948.42     26.37
    7570   8963.15   1735.43     30.00
    7571   8899.15   1879.31     30.00
    7572   8980.39   1999.01     30.00
    7573   9117.93   1746.32     29.99
    7574   9044.81   1874.44     30.00
    7575   9115.88   1999.21     30.00
    7576   9271.93   1767.07     29.93
    7577   9192.34   1887.35     29.03
    7578   9341.59   1908.20     26.63
    7579   9427.92   1796.20     28.81
    7580   9590.67   1826.98     27.99
    7581   8805.40   1740.10     30.00
    7582   9373.12   2120.82     21.38
    7583   9129.99   2192.30     29.80
    7584   9254.18   2168.15     26.03
    7585   9486.42   2088.24     20.01
    7586   9622.97   2065.53     20.00
    7587   8371.60   1713.68     30.00
    7588   8353.15   1846.61     38.80
    7589   8573.99   1937.51     30.00
    7590   8426.57   1952.28     37.98
    7591   8647.29   2047.41     32.01
    7592   8765.88   2084.68     31.82
    7593   8482.19   1813.26     30.00
    7594   9950.16   2529.09     24.64
    7595   8629.25   2998.50     35.66
    7596   8557.71   2755.59     41.17
    7597   9915.31   2461.55     29.88
    7598   9875.91   2385.21     30.00
    7599   9832.35   2300.81     30.00
    7600   9787.77   2214.43     29.99
    7601   8698.77   2973.80     34.06
    7602   8768.29   2949.09     30.00
    7603   8837.81   2924.39     30.00
    7604   8907.33   2899.68     29.99
    7605   8976.86   2874.97     23.33
    7606   9046.38   2850.27     20.01
    7607   9115.90   2825.56     20.03
    7608   9185.42   2800.86     19.99
    7609   9254.94   2776.15     20.00
    7610   9324.46   2751.44     20.00
    7611   9393.99   2726.74     19.98
    7612   9463.51   2702.03     19.73
    7613   9533.03   2677.33     19.26
    7614   9602.55   2652.62     19.44
    7615   9672.07   2627.91     19.89
    7616   9741.60   2603.21     20.00
    7617   9811.12   2578.50     20.23
    7618   9880.64   2553.80     22.78
    7619   8583.38   2842.74     40.45
    7620   8607.92   2926.07     40.12
    7621   8933.04   2389.04     40.00
    7622   8857.98   2462.35     40.13
    7623   8782.91   2535.66     43.56
    7624   8707.84   2608.97     40.00
    7625   8632.78   2682.28     40.02
    7626   9546.67   2597.33     19.79
    7627   9569.39   2511.41     20.00
    7628   9594.73   2419.03     20.00
    7629   9616.90   2324.45     20.00
    7630   9632.74   2234.40     20.00
    7631   9499.42   2447.92     20.00
    7632   9426.60   2382.47     20.56
    7633   9354.32   2314.69     24.38
    7634   9263.76   2694.41     20.00
    7635   9282.89   2604.62     20.00
    7636   9308.72   2507.85     20.29
    7637   9331.83   2409.85     21.60
    7638   9235.66   2435.47     25.38
    7639   9164.80   2363.13     29.67
    7640   9064.84   2781.36     20.24
    7641   9077.18   2715.48     21.12
    7642   9092.76   2643.86     22.22
    7643   9114.60   2556.62     26.82
    7644   9137.58   2459.09     28.32
    7645   8998.62   2799.12     22.25
    7646   9022.58   2739.99     22.94
    7647   9019.58   2673.85     27.00
    7648   9025.69   2584.50     29.10
    7649   9036.40   2482.35     29.89
    7650   9063.32   2383.60     30.40
    7651   8944.20   2521.22     30.05
    7652   8928.43   2817.97     29.42
    7653   8952.66   2730.14     26.79
    7654   8946.59   2629.11     29.29
    7655   8871.97   2685.01     30.00
    7656   8789.24   2646.34     30.00
    7657   8774.00   2861.14     30.00
    7658   8796.97   2758.61     30.00
    7659   8710.26   2709.85     30.00
    7660   8688.43   2892.81     31.11
    7661   8698.25   2804.01     30.00
    7662   8636.48   2758.90     34.60
    7663   8854.23   2837.95     30.00
    7664   8880.85   2765.94     30.00
    7665   8865.48   2579.95     30.00
    7666   9128.39   2757.72     20.17
    7667   9184.52   2636.57     20.59
    7668   9192.00   2726.97     20.02
    7669   9134.97   2696.12     20.58
    7670   9210.66   2533.37     20.96
    7671   9260.38   2339.55     27.69
    7672   9479.46   2541.34     20.00
    7673   9385.94   2584.78     20.00
    7674   9470.01   2627.53     19.85
    7675   9343.75   2670.73     20.00
    7676   9411.44   2662.36     19.95
    7677   9405.33   2479.03     20.12
    7678   9521.03   2354.25     20.00
    7679   9540.88   2262.59     20.00
    7680   9447.67   2289.05     20.41
    7681   9625.60   2573.78     20.00
    7682   9691.20   2387.08     20.00
    7683   9766.91   2440.13     20.48
    7684   9833.77   2491.15     23.73
    7685   9707.16   2203.54     20.00
    7686   9720.79   2289.32     20.00
    7687   9777.43   2360.51     22.85
    7688   9670.43   2489.07     20.00
    7689   9752.72   2527.73     20.00
    7690   9692.48   2564.34     20.00
    7691   9139.36   3167.66     19.36
    7692   9139.59   3176.26     16.99
    7693   9139.88   3185.04     18.13
    7694   9140.22   3193.99     20.70
    7695   9140.61   3203.12     20.65
    7696   9112.30   3173.29     20.62
    7697   9111.38   3183.81     19.64
    7698   9110.57   3194.68     17.91
    7699   9109.86   3205.91     18.77
    7700   9109.26   3217.49     21.63
    7701   9085.24   3178.92     20.96
    7702   9083.66   3192.57     20.12
    7703   9081.92   3205.94     19.25
    7704   9079.99   3219.04     18.08
    7705   9077.90   3231.86     20.36
    7706   9058.51   3195.76     21.62
    7707   9055.82   3208.85     20.98
    7708   9052.92   3221.62     19.05
    7709   9049.83   3234.08     19.12
    7710   9046.54   3246.23     19.21
    7711   9031.79   3212.60     21.03
    7712   9027.97   3225.12     21.87
    7713   9023.93   3237.30     19.86
    7714   9019.66   3249.12     18.16
    7715   9015.18   3260.59     19.39
    7716   9005.06   3229.44     21.20
    7717   9001.55   3241.83     21.35
    7718   8998.40   3254.72     20.51
    7719   8995.61   3268.13     18.03
    7720   8993.20   3282.04     20.56
    7721   8978.34   3246.27     22.17
    7722   8976.69   3260.66     20.64
    7723   8974.96   3274.99     19.53
    7724   8973.13   3289.27     19.88
    7725   8971.21   3303.49     20.62
    7726   8954.63   3271.13     22.19
    7727   8953.39   3284.65     19.71
    7728   8952.08   3298.13     17.98
    7729   8950.69   3311.56     21.90
    7730   8949.23   3324.94     21.34
    7731   8930.91   3295.99     20.65
    7732   8930.08   3308.64     19.55
    7733   8929.19   3321.26     19.38
    7734   8928.25   3333.84     21.88
    7735   8927.24   3346.39     22.37
    7736   8907.20   3320.85     19.26
    7737   8908.65   3332.61     20.29
    7738   8910.17   3344.42     21.45
    7739   8911.75   3356.28     21.32
    7740   8913.39   3368.20     22.49
    7741   8889.30   3343.23     18.24
    7742   8891.81   3354.89     21.61
    7743   8894.36   3366.57     22.22
    7744   8896.93   3378.28     22.52
    7745   8899.53   3390.01     22.63
    7746   8871.40   3365.62     21.41
    7747   8874.96   3377.16     21.49
    7748   8878.53   3388.70     22.20
    7749   8882.10   3400.26     22.66
    7750   8885.68   3411.82     22.90
    7751   8853.50   3388.00     22.45
    7752   8854.01   3397.21     22.65
    7753   8854.54   3406.46     22.74
    7754   8855.07   3415.75     22.85
    7755   8855.62   3425.09     22.98
    7756   8823.60   3398.09     20.90
    7757   8824.07   3408.08     22.49
    7758   8824.55   3418.12     22.79
    7759   8825.04   3428.21     22.85
    7760   8825.56   3438.36     23.09
    7761   8793.70   3408.18     21.42
    7762   8794.13   3418.95     21.35
    7763   8794.56   3429.78     22.55
    7764   8795.02   3440.67     23.04
    7765   8795.49   3451.63     23.21
    7766   8763.81   3418.27     19.95
    7767   8765.18   3427.14     21.80
    7768   8766.56   3436.02     22.53
    7769   8767.93   3444.92     22.23
    7770   8769.30   3453.82     23.17
    7771   8733.17   3412.34     23.00
    7772   8735.64   3423.51     20.86
    7773   8738.11   3434.51     18.58
    7774   8740.60   3445.34     20.94
    7775   8743.11   3456.01     23.05
    7776   8702.54   3406.42     23.20
    7777   8706.11   3419.44     22.39
    7778   8709.69   3432.41     19.75
    7779   8713.29   3445.33     19.68
    7780   8716.92   3458.20     23.09
    7781   8671.91   3400.50     23.69
    7782   8674.11   3413.61     23.26
    7783   8676.32   3426.70     22.43
    7784   8678.55   3439.76     19.38
    7785   8680.78   3452.80     20.92
    7786   9797.27   2848.91     18.44
    7787   9817.58   2842.61     18.36
    7788   9837.89   2836.32     18.30
    7789   9858.20   2830.02     18.21
    7790   9885.46   2832.60     17.96
    7791   9912.73   2835.18     17.88
    7792   9940.00   2837.76     17.83
    7793   9963.44   2845.49     17.80
    7794   9986.87   2853.22     17.58
    7795  10010.31   2860.95     16.94
    7796  10037.18   2871.42     15.57
    7797   9805.56   2858.63     18.39
    7798   9826.22   2854.01     18.32
    7799   9846.87   2849.38     18.23
    7800   9867.66   2846.08     18.12
    7801   9893.46   2848.22     17.58
    7802   9919.26   2850.36     17.45
    7803   9945.00   2852.78     17.38
    7804   9968.05   2860.16     16.73
    7805   9991.03   2867.88     15.68
    7806  10013.99   2875.67     14.28
    7807  10039.50   2885.41     13.04
    7808   9813.80   2868.83     16.46
    7809   9834.79   2865.97     16.19
    7810   9855.78   2863.11     15.97
    7811   9876.94   2862.02     15.27
    7812   9901.31   2863.74     13.77
    7813   9925.68   2865.47     15.85
    7814   9949.97   2867.56     15.49
    7815   9972.59   2874.83     13.98
    7816   9995.11   2882.54     13.08
    7817  10017.60   2890.35     13.07
    7818  10041.78   2899.38     15.80
    7819   9821.99   2879.49     13.65
    7820   9843.30   2878.50     13.45
    7821   9864.60   2877.50     13.81
    7822   9886.05   2877.84     14.70
    7823   9909.02   2879.17     16.06
    7824   9932.00   2880.51     14.98
    7825   9954.92   2882.12     13.19
    7826   9977.05   2889.49     13.50
    7827   9999.11   2897.19     16.50
    7828  10021.15   2904.97     14.50
    7829  10044.02   2913.32     17.45
    7830   9830.12   2890.62     18.25
    7831   9851.74   2891.59     18.20
    7832   9873.36   2892.57     18.11
    7833   9894.98   2893.54     18.03
    7834   9916.59   2894.51     17.55
    7835   9938.21   2895.48     16.32
    7836   9959.83   2896.45     17.02
    7837   9981.43   2904.14     16.31
    7838  10003.04   2911.84     17.07
    7839  10024.64   2919.53     17.84
    7840  10046.24   2927.23     16.66
    7841   9776.76   2861.99     18.53
    7842   9781.99   2873.23     18.44
    7843   9787.66   2884.96     16.77
    7844   9793.77   2897.17     16.72
    7845   9800.31   2909.86     16.78
    7846   9766.74   2868.38     18.55
    7847   9771.77   2882.36     18.20
    7848   9777.68   2897.30     17.14
    7849   9784.49   2913.23     13.64
    7850   9792.12   2930.06     18.15
    7851   9756.71   2874.77     18.63
    7852   9763.83   2893.32     18.62
    7853   9770.74   2912.08     15.96
    7854   9777.44   2931.07     17.47
    7855   9783.93   2950.26     16.19
    7856   9750.10   2893.01     18.20
    7857   9756.83   2912.05     18.08
    7858   9763.35   2931.30     15.22
    7859   9769.65   2950.77     18.00
    7860   9775.74   2970.47     18.80
    7861   9743.48   2911.26     18.77
    7862   9749.83   2930.77     17.34
    7863   9755.96   2950.51     16.94
    7864   9761.86   2970.48     16.96
    7865   9767.54   2990.67     17.76
    7866   9736.87   2929.51     18.17
    7867   9742.49   2949.37     16.24
    7868   9748.11   2969.55     14.53
    7869   9753.73   2990.05     18.05
    7870   9759.35   3010.88     17.95
    7871   9729.69   2945.45     18.84
    7872   9735.05   2966.33     15.46
    7873   9740.42   2987.56     17.57
    7874   9745.79   3009.14     18.36
    7875   9751.16   3031.08     19.06
    7876   9722.51   2961.40     17.85
    7877   9727.62   2983.29     15.81
    7878   9732.74   3005.57     18.21
    7879   9737.85   3028.23     19.07
    7880   9742.97   3051.28     19.16
    7881   9715.33   2977.34     17.86
    7882   9719.88   3000.95     16.62
    7883   9723.67   3024.53     17.33
    7884   9725.53   3047.40     18.15
    7885   9726.44   3070.09     18.19
    7886   9708.15   2993.28     17.17
    7887   9710.23   3017.50     14.57
    7888   9711.22   3041.51     18.67
    7889   9711.11   3065.31     18.40
    7890   9709.90   3088.89     19.17
    7891   9698.45   3009.60     17.03
    7892   9698.98   3034.47     18.26
    7893   9698.31   3059.11     18.03
    7894   9696.44   3083.52     19.33
    7895   9693.36   3107.70     19.20
    7896   9688.76   3025.92     17.62
    7897   9687.74   3051.44     15.00
    7898   9685.41   3076.71     17.73
    7899   9681.77   3101.73     19.42
    7900   9676.83   3126.50     18.72
    7901   9679.07   3042.24     15.73
    7902   9676.49   3068.41     16.36
    7903   9672.50   3094.31     19.13
    7904   9666.99   3119.86     18.94
    7905   9660.29   3145.31     18.82
    7906   9669.37   3058.56     16.56
    7907   9665.24   3085.38     18.34
    7908   9658.67   3111.21     18.21
    7909   9651.30   3137.29     19.57
    7910   9643.75   3164.12     19.68
    7911   9659.68   3074.88     15.83
    7912   9652.69   3099.79     14.89
    7913   9645.54   3125.44     18.14
    7914   9637.58   3151.03     19.19
    7915   9626.74   3174.06     19.30
    7916   9644.81   3090.15     16.73
    7917   9638.28   3115.01     17.15
    7918   9630.54   3139.30     19.10
    7919   9620.95   3162.21     17.91
    7920   9609.72   3184.01     18.56
    7921   9629.95   3105.43     16.97
    7922   9622.95   3129.12     15.70
    7923   9614.40   3151.78     15.37
    7924   9604.32   3173.39     18.75
    7925   9592.71   3193.95     19.57
    7926   9615.08   3120.71     18.31
    7927   9607.39   3142.97     16.77
    7928   9598.26   3164.25     17.06
    7929   9587.70   3184.56     15.45
    7930   9575.69   3203.90     19.64
    7931   9600.22   3135.98     18.75
    7932   9591.84   3156.81     17.51
    7933   9582.08   3176.68     16.40
    7934   9570.65   3195.23     15.41
    7935   9558.67   3213.85     19.33
    7936   9585.35   3151.26     19.17
    7937   9575.19   3169.30     19.09
    7938   9564.52   3187.40     16.18
    7939   9553.34   3205.57     16.17
    7940   9541.66   3223.79     19.25
    7941   9567.56   3162.64     20.00
    7942   9557.53   3180.33     18.94
    7943   9547.04   3198.07     15.64
    7944   9536.07   3215.88     17.13
    7945   9524.64   3233.74     20.06
    7946   9549.77   3174.01     20.07
    7947   9540.08   3191.22     18.44
    7948   9529.98   3208.48     15.52
    7949   9519.42   3225.71     19.90
    7950   9508.41   3242.93     19.85
    7951   9531.97   3185.39     20.14
    7952   9522.61   3202.08     18.30
    7953   9512.86   3218.76     16.16
    7954   9502.72   3235.45     19.46
    7955   9492.18   3252.13     20.35
    7956   9514.18   3196.77     19.94
    7957   9505.13   3212.91     17.12
    7958   9495.74   3229.05     16.36
    7959   9486.02   3245.19     20.20
    7960   9475.95   3261.32     20.42
    7961   9496.38   3208.14     19.77
    7962   9487.38   3223.26     16.29
    7963   9478.27   3238.69     17.12
    7964   9469.05   3254.45     20.44
    7965   9459.72   3270.52     20.48
    7966   9476.28   3217.41     19.74
    7967   9468.21   3232.62     16.39
    7968   9460.05   3248.07     17.66
    7969   9451.82   3263.77     20.51
    7970   9443.49   3279.71     20.54
    7971   9456.17   3226.67     19.43
    7972   9449.03   3241.98     16.94
    7973   9441.83   3257.45     18.10
    7974   9434.58   3273.10     20.57
    7975   9427.26   3288.91     19.43
    7976   9436.07   3235.93     19.55
    7977   9429.86   3251.34     17.11
    7978   9423.62   3266.83     18.38
    7979   9417.34   3282.42     20.63
    7980   9411.03   3298.10     20.64
    7981   9415.97   3245.19     20.10
    7982   9409.98   3260.40     17.04
    7983   9403.96   3275.61     18.02
    7984   9397.90   3290.82     19.41
    7985   9391.80   3306.03     20.71
    7986  10323.02   3569.25     40.00
    7987   9992.65   3872.86     30.10
    7988   9709.38   3678.51     40.00
    7989   9157.67   3695.35     35.15
    7990   9316.12   4510.82     30.95
    7991   9099.47   4525.32     40.00
    7992   8945.95   4118.25     38.50
    7993   8638.97   4196.87     40.30
    7994   8626.21   4004.71     38.44
    7995   8806.03   3809.60     59.59
    7996   8850.10   3756.85     46.56
    7997  10076.60   2956.70     17.87
    7998  10085.53   2978.91     17.98
    7999  10094.83   3002.01     18.24
    8000  10104.68   3026.52     18.55
    8001  10115.36   3053.06     18.82
    8002  10127.17   3082.40     18.97
    8003  10140.49   3115.53     19.01
    8004  10155.85   3153.69     19.14
    8005  10173.86   3198.48     19.70
    8006  10195.29   3251.75     20.00
    8007  10220.91   3315.43     20.00
    8008  10251.18   3390.68     20.00
    8009  10285.76   3476.63     31.47
    8010  10075.24   3796.96     40.00
    8011  10157.83   3721.06     30.01
    8012  10240.43   3645.15     31.60
    8013   9803.80   3743.30     40.04
    8014   9898.23   3808.08     40.00
    8015   9224.09   3693.32     31.32
    8016   9292.50   3691.23     30.00
    8017   9364.77   3689.03     30.72
    8018   9442.49   3686.66     30.74
    8019   9526.47   3684.09     31.20
    8020   9616.18   3681.36     32.57
    8021   9297.28   4413.87     34.73
    8022   9278.81   4318.83     39.99
    8023   9261.01   4227.23     50.00
    8024   9244.06   4139.99     50.00
    8025   9228.02   4057.40     57.28
    8026   9212.82   3979.20     60.00
